budget,method,seed,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_mechanism_precision,ci95_mechanism_precision,mean_incompatible_retrieval_rate,ci95_incompatible_retrieval_rate,mean_recovery_success,ci95_recovery_success,mean_damage_rate,ci95_damage_rate,mean_query_cost,ci95_query_cost,mean_regret,ci95_regret,mean_calibration_error,ci95_calibration_error,mean_retrieval_coverage,ci95_retrieval_coverage,groups,episodes_per_group
0.1200000000,action_conditioned_mechanism_retrieval_v5,2,0.7320963542,0.0081404857,0.8162886855,0.0088272655,0.6717480375,0.0014941687,0.0844121064,0.0011893231,0.6372862738,0.0022226567,0.0524245693,0.0007620765,0.2210127073,0.0007776399,0.0945748169,0.0016560721,0.0522515825,0.0009157756,0.7683154416,0.0026845383,160,96
0.1200000000,action_conditioned_mechanism_retrieval_v5,3,0.7324218750,0.0073157576,0.8164723747,0.0078277475,0.6716841625,0.0015080963,0.0845490751,0.0011934213,0.6372981486,0.0022521911,0.0525044790,0.0007507808,0.2209312563,0.0008006334,0.0947823917,0.0016333541,0.0523449552,0.0009228783,0.7684116885,0.0026943793,160,96
0.1200000000,action_conditioned_mechanism_retrieval_v5,4,0.7299479167,0.0082273342,0.8140722888,0.0085310637,0.6715327438,0.0014266452,0.0841857939,0.0011980839,0.6368898135,0.0022433976,0.0524121681,0.0007661757,0.2210390729,0.0008096863,0.0947248941,0.0016549631,0.0525803990,0.0009349186,0.7684809219,0.0026901417,160,96
0.1200000000,action_conditioned_mechanism_retrieval_v5,5,0.7338541667,0.0079770724,0.8180616889,0.0086950786,0.6718190438,0.0013991901,0.0843227626,0.0011980431,0.6367266008,0.0022529717,0.0520899559,0.0007601913,0.2210950854,0.0008182239,0.0948355705,0.0016464500,0.0526362530,0.0009347145,0.7686552077,0.0027193019,160,96
0.1200000000,action_conditioned_mechanism_retrieval_v5,6,0.7299479167,0.0079374336,0.8141060287,0.0087104287,0.6718427125,0.0014114592,0.0843346689,0.0011573990,0.6363926778,0.0021831514,0.0521247268,0.0007963800,0.2209978417,0.0008074691,0.0947435919,0.0017286307,0.0527276247,0.0009349134,0.7686158869,0.0027187438,160,96
0.1200000000,action_conditioned_mechanism_retrieval_v5,7,0.7216796875,0.0085776057,0.8058731731,0.0090550263,0.6719539250,0.0014616935,0.0840339189,0.0012131858,0.6364198728,0.0022143582,0.0522911649,0.0007839431,0.2211117406,0.0007867327,0.0946810686,0.0017282523,0.0525513627,0.0009550109,0.7684022289,0.0027122224,160,96
0.1200000000,action_conditioned_mechanism_retrieval_v5,8,0.7327473958,0.0083371270,0.8169964012,0.0087946385,0.6721526813,0.0014943772,0.0839207626,0.0011713157,0.6365280458,0.0022585272,0.0522727628,0.0007620652,0.2211050115,0.0007911611,0.0949256795,0.0017419701,0.0523030647,0.0009275824,0.7686345437,0.0027111375,160,96
0.1200000000,action_conditioned_mechanism_retrieval_v5,9,0.7356770833,0.0078234922,0.8202165458,0.0083622891,0.6724389813,0.0014729992,0.0838701376,0.0011617914,0.6370717489,0.0022706314,0.0522551471,0.0007617845,0.2208745458,0.0007714950,0.0949151397,0.0017007828,0.0523559172,0.0009243098,0.7685699602,0.0027299117,160,96
0.1200000000,conformal_retrieval_filter,0,0.4389453125,0.0091536808,0.4100806251,0.0106028395,0.5262047438,0.0013906827,0.1934831920,0.0019546393,0.4972968920,0.0022722250,0.0845713891,0.0009124843,0.2953904406,0.0008259430,0.1492867496,0.0017261411,0.0859058386,0.0009515985,0.5749794630,0.0027570839,160,96
0.1200000000,conformal_retrieval_filter,1,0.4451302083,0.0090737037,0.4164496433,0.0107063330,0.5263860438,0.0014475480,0.1933575670,0.0019923096,0.4976506764,0.0022710352,0.0846325234,0.0008957375,0.2952194771,0.0008504086,0.1493163033,0.0017007760,0.0859500098,0.0009410292,0.5750010545,0.0027887415,160,96
0.1200000000,conformal_retrieval_filter,2,0.4401171875,0.0097833228,0.4110788498,0.0113623689,0.5261296250,0.0014731933,0.1936071295,0.0020104717,0.4973785230,0.0022305533,0.0848089272,0.0009035193,0.2952803219,0.0008548079,0.1493740074,0.0016750569,0.0860001841,0.0009304176,0.5750651672,0.0028203457,160,96
0.1200000000,conformal_retrieval_filter,3,0.4318489583,0.0104536716,0.4027504853,0.0118411044,0.5258732063,0.0014769502,0.1935440358,0.0020425665,0.4975550312,0.0022459771,0.0850220388,0.0009126423,0.2951616271,0.0008426079,0.1494095660,0.0016627497,0.0859703183,0.0009214676,0.5750980144,0.0028206933,160,96
0.1200000000,conformal_retrieval_filter,4,0.4342578125,0.0088020818,0.4050044522,0.0103218319,0.5260545063,0.0014354952,0.1937310670,0.0020128830,0.4974601539,0.0022655362,0.0852105466,0.0008954736,0.2951936031,0.0008267409,0.1492111402,0.0017137885,0.0859069358,0.0009274730,0.5749507715,0.0027855865,160,96
0.1200000000,conformal_retrieval_filter,5,0.4405078125,0.0090335885,0.4113592176,0.0103164837,0.5261482625,0.0014989268,0.1939180983,0.0020746628,0.4974528203,0.0022644184,0.0849922450,0.0008630526,0.2952093219,0.0008258553,0.1490111387,0.0017272887,0.0860311471,0.0009038245,0.5751467001,0.0027904321,160,96
0.1200000000,conformal_retrieval_filter,6,0.4364062500,0.0104443610,0.4072254153,0.0121234209,0.5257167563,0.0015307960,0.1936674107,0.0020808063,0.4975483506,0.0021463808,0.0850046688,0.0009041553,0.2953699625,0.0008828685,0.1491897882,0.0017601010,0.0861858736,0.0009023760,0.5751767959,0.0027620497,160,96
0.1200000000,conformal_retrieval_filter,7,0.4399218750,0.0103997704,0.4105982415,0.0119691835,0.5253727938,0.0015350358,0.1937293795,0.0020829747,0.4969325880,0.0023105180,0.0849769066,0.0009116447,0.2953114063,0.0008622052,0.1489951105,0.0017523457,0.0861580088,0.0009461954,0.5752451607,0.0027811981,160,96
0.1200000000,conformal_retrieval_filter,8,0.4388802083,0.0105586317,0.4094582682,0.0121591879,0.5253790063,0.0015069683,0.1939164107,0.0020669049,0.4967501669,0.0021869051,0.0851149675,0.0009007277,0.2951665771,0.0008648401,0.1487482355,0.0017760887,0.0861696638,0.0009527968,0.5753840609,0.0027300773,160,96
0.1200000000,conformal_retrieval_filter,9,0.4406380208,0.0089487573,0.4112342737,0.0102725111,0.5258229375,0.0015163244,0.1938533170,0.0021016455,0.4965765002,0.0021303205,0.0851851291,0.0008492038,0.2950575927,0.0008265074,0.1488401223,0.0017811031,0.0861397981,0.0009669088,0.5752228110,0.0027309610,160,96
0.1200000000,contrastive_mechanism_memory,0,0.5033333333,0.0091910662,0.5299122459,0.0100505670,0.5818364562,0.0015359313,0.1471011031,0.0016454325,0.5518329401,0.0022178503,0.0735191335,0.0008227031,0.2915126708,0.0008011656,0.1292890067,0.0017370700,0.0723278439,0.0009720166,0.6421130003,0.0027566471,160,96
0.1200000000,contrastive_mechanism_memory,1,0.5142057292,0.0088435425,0.5410758404,0.0098235077,0.5817691250,0.0014421780,0.1468604157,0.0016163547,0.5518545767,0.0022330721,0.0733437635,0.0008336695,0.2913196010,0.0008107841,0.1292273113,0.0017011171,0.0722260992,0.0009665903,0.6424797801,0.0027519638,160,96
0.1200000000,contrastive_mechanism_memory,2,0.5011848958,0.0093457482,0.5281862016,0.0105522754,0.5822270563,0.0014131982,0.1466822594,0.0016334539,0.5523992872,0.0022158649,0.0737154050,0.0008513650,0.2914610365,0.0008294461,0.1287588145,0.0017154157,0.0721253549,0.0009446971,0.6424846289,0.0027094523,160,96
0.1200000000,contrastive_mechanism_memory,3,0.4994921875,0.0093445647,0.5263915655,0.0104796591,0.5816344625,0.0014666042,0.1468167594,0.0016559949,0.5523202484,0.0023130817,0.0736423950,0.0008863216,0.2915189156,0.0008215145,0.1286157647,0.0016917764,0.0721046507,0.0009339936,0.6426868264,0.0027129969,160,96
0.1200000000,contrastive_mechanism_memory,4,0.5027473958,0.0086215717,0.5293336656,0.0096589710,0.5818297625,0.0014450036,0.1469512594,0.0016550282,0.5515408597,0.0022557540,0.0736303975,0.0008622451,0.2915075240,0.0008313106,0.1289855712,0.0017183213,0.0722340214,0.0009099195,0.6425518554,0.0027729692,160,96
0.1200000000,contrastive_mechanism_memory,5,0.5060677083,0.0082831822,0.5327835599,0.0093495738,0.5815873438,0.0014585890,0.1469606969,0.0016571368,0.5517288294,0.0022082967,0.0736084738,0.0008625065,0.2912701083,0.0008256475,0.1288821124,0.0016678932,0.0723238724,0.0009478590,0.6423893707,0.0027472347,160,96
0.1200000000,contrastive_mechanism_memory,6,0.5130338542,0.0094960622,0.5398866346,0.0106859218,0.5816075563,0.0014835544,0.1470326657,0.0016320886,0.5517395230,0.0021838401,0.0734127460,0.0008818491,0.2911317260,0.0008156730,0.1288847085,0.0016459007,0.0725647989,0.0009566365,0.6423441946,0.0027151663,160,96
0.1200000000,contrastive_mechanism_memory,7,0.5014453125,0.0092975416,0.5279921726,0.0104006176,0.5816277687,0.0014992632,0.1469795719,0.0016193187,0.5514044187,0.0021664445,0.0736923232,0.0009021062,0.2912531094,0.0008160283,0.1290379762,0.0016432369,0.0725035744,0.0009200185,0.6425566472,0.0027179561,160,96
0.1200000000,contrastive_mechanism_memory,8,0.5011848958,0.0089187241,0.5281637539,0.0097960907,0.5817355250,0.0014969060,0.1464887594,0.0016375641,0.5513472659,0.0021547317,0.0734372038,0.0008131267,0.2912158990,0.0007789812,0.1288663934,0.0016650290,0.0724353464,0.0009399327,0.6426522914,0.0027256825,160,96
0.1200000000,contrastive_mechanism_memory,9,0.5019010417,0.0084111676,0.5287027862,0.0096052673,0.5820183688,0.0015473366,0.1467483219,0.0016469098,0.5511763062,0.0021870614,0.0734046263,0.0008328833,0.2912775729,0.0007946606,0.1290808010,0.0016748714,0.0724916807,0.0009140441,0.6426668952,0.0027549915,160,96
0.1200000000,learned_expected_utility_retrieval,0,0.5156041667,0.0092036018,0.5423086167,0.0103649554,0.5879033938,0.0014962846,0.1408375396,0.0016315983,0.5630547461,0.0022306784,0.0717828590,0.0008502337,0.3151581542,0.0009455443,0.1255830038,0.0017422603,0.0703489956,0.0009268743,0.6532257691,0.0027107118,160,96
0.1200000000,learned_expected_utility_retrieval,1,0.5141067708,0.0090902836,0.5407318872,0.0101602299,0.5877905188,0.0015430829,0.1410645708,0.0016318207,0.5631020125,0.0022409244,0.0717683293,0.0008419616,0.3151562615,0.0009250142,0.1255158695,0.0017289601,0.0703477719,0.0009388405,0.6532346673,0.0027315934,160,96
0.1200000000,learned_expected_utility_retrieval,2,0.5197708333,0.0079058582,0.5464647316,0.0091196345,0.5878527313,0.0014732361,0.1408538833,0.0015985514,0.5629019678,0.0022763970,0.0718568843,0.0008332321,0.3149415521,0.0009322153,0.1255335393,0.0017117361,0.0703770634,0.0009535312,0.6534339105,0.0026984481,160,96
0.1200000000,learned_expected_utility_retrieval,3,0.5208776042,0.0084599759,0.5474760303,0.0093096172,0.5880024875,0.0014819442,0.1408307896,0.0015518264,0.5628704449,0.0022797533,0.0720030834,0.0008166812,0.3150157573,0.0009288127,0.1255566175,0.0016717067,0.0701467251,0.0009429469,0.6533287516,0.0026979130,160,96
0.1200000000,learned_expected_utility_retrieval,4,0.5081822917,0.0096163496,0.5346363064,0.0105360357,0.5877145250,0.0014219964,0.1409952896,0.0015744405,0.5630949874,0.0022485835,0.0721107015,0.0008350588,0.3150205604,0.0009269325,0.1256335533,0.0017012013,0.0702195384,0.0009628560,0.6533273946,0.0027146363,160,96
0.1200000000,learned_expected_utility_retrieval,5,0.5144661458,0.0086913698,0.5414027998,0.0095427320,0.5879518250,0.0014541756,0.1407846021,0.0015583446,0.5628949427,0.0022444579,0.0720234003,0.0008243558,0.3151233740,0.0007839824,0.1253510731,0.0016648058,0.0702863486,0.0009347806,0.6532404949,0.0027390672,160,96
0.1200000000,learned_expected_utility_retrieval,6,0.5234166667,0.0090026547,0.5502546729,0.0099051426,0.5881015812,0.0013988798,0.1408240396,0.0015594908,0.5632114061,0.0022503978,0.0717847828,0.0008640263,0.3150241979,0.0009273538,0.1255207765,0.0016793511,0.0702446046,0.0009474847,0.6533316841,0.0027587080,160,96
0.1200000000,learned_expected_utility_retrieval,7,0.5213333333,0.0086936518,0.5481276727,0.0095984944,0.5879887062,0.0014524667,0.1408634770,0.0015445324,0.5630026071,0.0022127211,0.0716551121,0.0008366159,0.3150305083,0.0009376421,0.1256499095,0.0016992448,0.0702028606,0.0009412759,0.6532517879,0.0027585506,160,96
0.1200000000,learned_expected_utility_retrieval,8,0.5158333333,0.0085906391,0.5426657715,0.0096317269,0.5878758313,0.0014835344,0.1410905083,0.0015490110,0.5626996985,0.0021399483,0.0717730418,0.0008548085,0.3151482208,0.0008423622,0.1255390533,0.0016961335,0.0700140431,0.0009231680,0.6532606860,0.0027680031,160,96
0.1200000000,learned_expected_utility_retrieval,9,0.5147265625,0.0085497187,0.5417554713,0.0097260922,0.5876754125,0.0015097181,0.1408172896,0.0015557390,0.5628520174,0.0021730078,0.0717539821,0.0008387138,0.3151033406,0.0008367464,0.1253974917,0.0017162061,0.0701173716,0.0009151871,0.6531425206,0.0027730131,160,96
0.1200000000,model_predictive_retrieval_arbitration,0,0.5354505208,0.0110014550,0.5742542130,0.0115505224,0.5999786000,0.0015020957,0.1327488658,0.0014832195,0.5744039997,0.0022487223,0.0690345237,0.0008542786,0.3053379365,0.0015825434,0.1199921520,0.0017128899,0.0682595706,0.0009287774,0.6695648311,0.0027402456,160,96
0.1200000000,model_predictive_retrieval_arbitration,1,0.5335963542,0.0099720780,0.5726065846,0.0104917331,0.6002439000,0.0015079828,0.1329333658,0.0015210751,0.5741305797,0.0022539107,0.0690208137,0.0008198771,0.3054541260,0.0015370598,0.1198448260,0.0016843697,0.0683071851,0.0009353034,0.6698726601,0.0027415200,160,96
0.1200000000,model_predictive_retrieval_arbitration,2,0.5348958333,0.0110890293,0.5735128710,0.0114730338,0.5999839375,0.0014767983,0.1324925533,0.0014866449,0.5743167644,0.0022238096,0.0691005162,0.0008115968,0.3051103458,0.0016515070,0.1200112631,0.0016842711,0.0680821634,0.0009320678,0.6698758368,0.0027047650,160,96
0.1200000000,model_predictive_retrieval_arbitration,3,0.5341171875,0.0106285460,0.5732038054,0.0110504302,0.6000741500,0.0013800975,0.1326770533,0.0014664890,0.5744810631,0.0022358135,0.0690528219,0.0008232893,0.3055001594,0.0015287288,0.1201061833,0.0016772183,0.0681672966,0.0009444270,0.6698194838,0.0027407885,160,96
0.1200000000,model_predictive_retrieval_arbitration,4,0.5348645833,0.0105692641,0.5736165601,0.0111720709,0.5999892750,0.0013882302,0.1326114282,0.0015418038,0.5742163975,0.0022352203,0.0690790625,0.0008575562,0.3053027146,0.0016167288,0.1201975691,0.0016925287,0.0682109091,0.0009202621,0.6697141063,0.0027471121,160,96
0.1200000000,model_predictive_retrieval_arbitration,5,0.5419244792,0.0117718509,0.5799945690,0.0119366905,0.5999919438,0.0013990866,0.1326708658,0.0015580485,0.5742099859,0.0022203680,0.0688796075,0.0008591806,0.3047772010,0.0017806801,0.1202399092,0.0016773120,0.0681439664,0.0009477162,0.6695081786,0.0027743784,160,96
0.1200000000,model_predictive_retrieval_arbitration,6,0.5334609375,0.0111070793,0.5714718687,0.0114540943,0.6004323313,0.0014442830,0.1329178970,0.0015583392,0.5746347274,0.0021781611,0.0690789059,0.0008562475,0.3048097969,0.0017938296,0.1201828803,0.0016806666,0.0678924314,0.0009230393,0.6696761877,0.0027513418,160,96
0.1200000000,model_predictive_retrieval_arbitration,7,0.5297187500,0.0111241939,0.5679400542,0.0117336173,0.6000848250,0.0015227943,0.1327272095,0.0015388585,0.5742868952,0.0021914060,0.0690729172,0.0008455404,0.3051024938,0.0017293240,0.1200200103,0.0017047395,0.0679340429,0.0009077964,0.6696573534,0.0027029826,160,96
0.1200000000,model_predictive_retrieval_arbitration,8,0.5351875000,0.0111669712,0.5733415130,0.0115362200,0.6002625812,0.0015534814,0.1329117095,0.0015142119,0.5738383877,0.0021886501,0.0690545759,0.0008320656,0.3048274812,0.0017017692,0.1200259109,0.0017173543,0.0679066199,0.0009099168,0.6697580789,0.0026900156,160,96
0.1200000000,model_predictive_retrieval_arbitration,9,0.5281875000,0.0123035659,0.5659790719,0.0125567222,0.6001777062,0.0015087607,0.1329086157,0.0015225567,0.5741843397,0.0022061537,0.0692996844,0.0008593129,0.3048510562,0.0017862448,0.1199090196,0.0017015828,0.0679137141,0.0009141401,0.6697489996,0.0027149653,160,96
0.1200000000,no_retrieval_controller,0,0.2096484375,0.0086573218,0.1023409540,0.0101695828,0.2825199688,0.0014632217,0.2411444705,0.0019508125,0.3006012723,0.0021065326,0.1213240161,0.0008803024,0.1123833969,0.0007975519,0.2026570033,0.0016855175,0.1260121440,0.0009234888,0.0000000000,0.0000000000,160,96
0.1200000000,no_retrieval_controller,1,0.2159635417,0.0090193672,0.1088882589,0.0105386596,0.2822425500,0.0013923745,0.2406911893,0.0019435767,0.3005953496,0.0021479509,0.1210507207,0.0009072502,0.1123892042,0.0008229984,0.2030164622,0.0016845709,0.1259670353,0.0009657536,0.0000000000,0.0000000000,160,96
0.1200000000,no_retrieval_controller,2,0.2037447917,0.0097111814,0.0962898080,0.0110517310,0.2825779375,0.0013973508,0.2406756268,0.0019224719,0.3003114756,0.0021654181,0.1213683345,0.0008907930,0.1126932073,0.0008184385,0.2029503966,0.0017085978,0.1259289300,0.0009635680,0.0000000000,0.0000000000,160,96
0.1200000000,no_retrieval_controller,3,0.2204557292,0.0095264252,0.1133273811,0.0110196778,0.2822129750,0.0014109103,0.2408476580,0.0019629270,0.2999334920,0.0021776611,0.1209126204,0.0009240662,0.1122146010,0.0008367780,0.2028444418,0.0016727908,0.1259313450,0.0009644870,0.0000000000,0.0000000000,160,96
0.1200000000,no_retrieval_controller,4,0.2080208333,0.0088198936,0.1006215463,0.0101203272,0.2828109937,0.0014354979,0.2410822205,0.0020025086,0.3002536698,0.0022183260,0.1212500867,0.0008936142,0.1124078708,0.0008335755,0.2030789089,0.0016811027,0.1260848355,0.0009677074,0.0000000000,0.0000000000,160,96
0.1200000000,no_retrieval_controller,5,0.2093880208,0.0092438119,0.1020561708,0.0107365529,0.2828837500,0.0014315856,0.2410041268,0.0019541922,0.3002346156,0.0022899861,0.1212797107,0.0009045985,0.1123328740,0.0008666825,0.2030052626,0.0016822650,0.1260457298,0.0009711847,0.0000000000,0.0000000000,160,96
0.1200000000,no_retrieval_controller,6,0.2095182292,0.0091185740,0.1024539737,0.0106505777,0.2832191375,0.0014475122,0.2406133767,0.0019578583,0.3004891356,0.0023111830,0.1212346770,0.0008940688,0.1125003073,0.0008393496,0.2029626475,0.0016883314,0.1258890653,0.0009355905,0.0000000000,0.0000000000,160,96
0.1200000000,no_retrieval_controller,7,0.2140104167,0.0084946406,0.1071027319,0.0098585348,0.2833794375,0.0014480970,0.2407228768,0.0019280735,0.3007261468,0.0023290938,0.1211461451,0.0008531418,0.1123065229,0.0008498636,0.2029428588,0.0017283469,0.1256653673,0.0009376612,0.0000000000,0.0000000000,160,96
0.1200000000,no_retrieval_controller,8,0.2063932292,0.0084920302,0.0990338722,0.0098861905,0.2829269313,0.0015247284,0.2409574393,0.0019128431,0.3008712371,0.0022702394,0.1215469676,0.0008523250,0.1124323448,0.0008532649,0.2030804275,0.0017438525,0.1255562265,0.0009303907,0.0000000000,0.0000000000,160,96
0.1200000000,no_retrieval_controller,9,0.2134244792,0.0085071150,0.1063273143,0.0100654623,0.2829996875,0.0014815953,0.2408793455,0.0019120356,0.3010272704,0.0022735513,0.1212870448,0.0008625207,0.1125031635,0.0008755696,0.2029035797,0.0017349539,0.1257797520,0.0009419443,0.0000000000,0.0000000000,160,96
0.1200000000,proposed_mechanism_retrieval_controller_v4,0,0.5942526042,0.0139700357,0.6520363696,0.0131782832,0.6119670500,0.0014361228,0.1172010187,0.0013898847,0.5788574806,0.0022017967,0.0632909932,0.0007687294,0.2566292323,0.0027980434,0.1133201862,0.0016711993,0.0670361738,0.0009400927,0.7017551279,0.0027414035,160,96
0.1200000000,proposed_mechanism_retrieval_controller_v4,1,0.5863072917,0.0146731215,0.6435126344,0.0139110092,0.6119101750,0.0013695005,0.1170928625,0.0013926929,0.5789724786,0.0022511513,0.0634598316,0.0007951877,0.2562392854,0.0028601029,0.1135188742,0.0016756739,0.0669785495,0.0009225560,0.7015204673,0.0027452663,160,96
0.1200000000,proposed_mechanism_retrieval_controller_v4,2,0.5868932292,0.0150687197,0.6441143257,0.0143620118,0.6123785625,0.0013231069,0.1170472375,0.0014261512,0.5789977442,0.0022960480,0.0635252722,0.0008130184,0.2562322260,0.0028622460,0.1136719663,0.0016899316,0.0669219258,0.0009329994,0.7015742008,0.0027380301,160,96
0.1200000000,proposed_mechanism_retrieval_controller_v4,3,0.5824036458,0.0149366748,0.6400304818,0.0142138025,0.6122341438,0.0014694589,0.1171892062,0.0014387212,0.5791915315,0.0022805770,0.0635533976,0.0008107435,0.2567235115,0.0028432986,0.1136803917,0.0017190374,0.0670558973,0.0009166793,0.7014175791,0.0027559582,160,96
0.1200000000,proposed_mechanism_retrieval_controller_v4,4,0.5834791667,0.0142553074,0.6414893461,0.0135867477,0.6127025313,0.0015095534,0.1172061124,0.0014249084,0.5793896961,0.0022759904,0.0635247404,0.0008233036,0.2569982792,0.0027853568,0.1135330355,0.0017591104,0.0669627553,0.0008941434,0.7015175858,0.0027366067,160,96
0.1200000000,proposed_mechanism_retrieval_controller_v4,5,0.5840000000,0.0148624715,0.6419008551,0.0140213732,0.6128207438,0.0015184130,0.1173480812,0.0014030895,0.5790582209,0.0022197697,0.0636795219,0.0008206517,0.2568795750,0.0027799743,0.1132507657,0.0017209766,0.0665714643,0.0008970344,0.7015320496,0.0026926057,160,96
0.1200000000,proposed_mechanism_retrieval_controller_v4,6,0.5837083333,0.0154034776,0.6415633092,0.0146805700,0.6119759750,0.0015937943,0.1174275187,0.0013622892,0.5787289343,0.0021489757,0.0637548888,0.0008372027,0.2571359646,0.0027384388,0.1132157675,0.0016953824,0.0666669165,0.0009144519,0.7016233019,0.0026767720,160,96
0.1200000000,proposed_mechanism_retrieval_controller_v4,7,0.5742447917,0.0144205965,0.6336834384,0.0137493834,0.6119191000,0.0015110106,0.1176320187,0.0013886772,0.5787454456,0.0021627586,0.0640289101,0.0008311489,0.2583523979,0.0026450955,0.1129800728,0.0017025971,0.0666893323,0.0009332124,0.7014699319,0.0027233070,160,96
0.1200000000,proposed_mechanism_retrieval_controller_v4,8,0.5818567708,0.0144830138,0.6405247531,0.0137832038,0.6112494188,0.0014901415,0.1174613312,0.0014095389,0.5792128072,0.0021538328,0.0639801088,0.0008363062,0.2573923990,0.0027053833,0.1128694544,0.0016589524,0.0668183013,0.0009460468,0.7016902486,0.0027256927,160,96
0.1200000000,proposed_mechanism_retrieval_controller_v4,9,0.5875182292,0.0152297113,0.6455783636,0.0145968253,0.6110174563,0.0014885229,0.1173531749,0.0014647985,0.5786274551,0.0022076303,0.0639040254,0.0008688435,0.2569245135,0.0027690585,0.1130807487,0.0016628458,0.0667231583,0.0009440637,0.7017917560,0.0027516701,160,96
0.1200000000,test_time_retrieval_adaptation,0,0.4688932292,0.0094359548,0.4537115115,0.0107827598,0.5515649437,0.0015062498,0.1724129683,0.0018494973,0.5228127561,0.0022837938,0.0800460172,0.0008745391,0.3259636698,0.0008328984,0.1417804040,0.0017278137,0.0798740212,0.0009529317,0.5884460174,0.0026925767,160,96
0.1200000000,test_time_retrieval_adaptation,1,0.4745572917,0.0090854338,0.4596451752,0.0103741026,0.5517742437,0.0015257027,0.1726199996,0.0018540800,0.5228327225,0.0023074202,0.0798141437,0.0008937246,0.3256619229,0.0008042565,0.1414467360,0.0016993637,0.0797854400,0.0009436489,0.5886159645,0.0027098197,160,96
0.1200000000,test_time_retrieval_adaptation,2,0.4675911458,0.0088102686,0.4525177913,0.0099936851,0.5518960000,0.0014807927,0.1725143746,0.0018723325,0.5225134569,0.0022891229,0.0799753218,0.0008758411,0.3257621115,0.0007947373,0.1415053046,0.0017017664,0.0795793000,0.0009681981,0.5886475925,0.0027269392,160,96
0.1200000000,test_time_retrieval_adaptation,3,0.4648567708,0.0094352602,0.4498490927,0.0106226747,0.5521928437,0.0015208648,0.1724712808,0.0018599140,0.5228923527,0.0022929840,0.0802522990,0.0008841754,0.3256154615,0.0007992361,0.1414040453,0.0016856687,0.0795992730,0.0009675606,0.5886394507,0.0027520485,160,96
0.1200000000,test_time_retrieval_adaptation,4,0.4677213542,0.0095822041,0.4527142313,0.0108378461,0.5519644250,0.0014337776,0.1723031246,0.0017785542,0.5226628194,0.0022333506,0.0801195906,0.0008694541,0.3257280948,0.0007907613,0.1415082099,0.0016871318,0.0795422075,0.0009639648,0.5887468665,0.0027248536,160,96
0.1200000000,test_time_retrieval_adaptation,5,0.4681770833,0.0091118387,0.4532871149,0.0105809636,0.5517360062,0.0014321071,0.1720724370,0.0017850563,0.5223479310,0.0021605083,0.0797632331,0.0008609447,0.3258369333,0.0007911348,0.1417111469,0.0016966903,0.0795591790,0.0009281756,0.5886579343,0.0027121395,160,96
0.1200000000,test_time_retrieval_adaptation,6,0.4709114583,0.0090588841,0.4559290234,0.0102269201,0.5514200438,0.0014427607,0.1722169371,0.0017905790,0.5227202610,0.0021922808,0.0798423481,0.0008584659,0.3258013146,0.0008012840,0.1418685725,0.0017261876,0.0794695972,0.0008947911,0.5886395373,0.0027337958,160,96
0.1200000000,test_time_retrieval_adaptation,7,0.4696744792,0.0087599104,0.4546329468,0.0100204214,0.5514542562,0.0014780675,0.1722989058,0.0017921966,0.5226570608,0.0021509965,0.0798009765,0.0008600458,0.3258212948,0.0008311324,0.1419809987,0.0017245762,0.0796041275,0.0009246866,0.5883527562,0.0028236549,160,96
0.1200000000,test_time_retrieval_adaptation,8,0.4666796875,0.0096168538,0.4518941727,0.0107799281,0.5516635562,0.0015028370,0.1720682183,0.0018200311,0.5228674349,0.0022157085,0.0797693597,0.0008668063,0.3258283656,0.0008323952,0.1417742810,0.0017047388,0.0797711740,0.0009107756,0.5882488164,0.0028112668,160,96
0.1200000000,test_time_retrieval_adaptation,9,0.4698046875,0.0087689776,0.4551290750,0.0102995157,0.5519604000,0.0014175509,0.1720251246,0.0018371090,0.5228086119,0.0021556763,0.0796407181,0.0008685408,0.3258247969,0.0008424697,0.1418309756,0.0017067235,0.0796785907,0.0009100775,0.5884407745,0.0028021057,160,96
0.1600000000,action_conditioned_mechanism_retrieval_v5,0,0.7316406250,0.0078938346,0.8159880775,0.0085403669,0.6716131562,0.0015324679,0.0843882939,0.0012137479,0.6376039447,0.0021636585,0.0523912993,0.0008151352,0.2209852812,0.0007697488,0.0943648772,0.0016930512,0.0519187640,0.0009320328,0.7682370049,0.0027147544,160,96
0.1600000000,action_conditioned_mechanism_retrieval_v5,1,0.7341145833,0.0074131253,0.8183525376,0.0080054013,0.6718994563,0.0015413348,0.0844002002,0.0012024386,0.6371824780,0.0021413223,0.0525363390,0.0007912262,0.2208362333,0.0007529934,0.0943745244,0.0016830863,0.0522352482,0.0009288263,0.7684688195,0.0027121613,160,96
0.1600000000,action_conditioned_mechanism_retrieval_v5,2,0.7320963542,0.0081404857,0.8162886855,0.0088272655,0.6717480375,0.0014941687,0.0844121064,0.0011893231,0.6372862738,0.0022226567,0.0524245693,0.0007620765,0.2210127073,0.0007776399,0.0945748169,0.0016560721,0.0522515825,0.0009157756,0.7683154416,0.0026845383,160,96
0.1600000000,action_conditioned_mechanism_retrieval_v5,3,0.7324218750,0.0073157576,0.8164723747,0.0078277475,0.6716841625,0.0015080963,0.0845490751,0.0011934213,0.6372981486,0.0022521911,0.0525044790,0.0007507808,0.2209312563,0.0008006334,0.0947823917,0.0016333541,0.0523449552,0.0009228783,0.7684116885,0.0026943793,160,96
